,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
4097,4109,12/31/1997,1997,07:45,"Rio Sidra, Panama",Parsa,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,Britten Norman,HP-986PS,178,10.0,9.0,1.0,10,9.0,1.0,0.0,"Crashed into dense jungle, 4 miles short of its destination in heavy fog.","(-22.935024, -43.518246)",-12.91246916228697,-38.05181851273741,Panama,Brazil,not correct location
4098,4110,01/13/1998,1998,18:30,"Brno, Czech Republic",Aeroservice International,Gomel - Kunovice,Let 410UVP,Let,YV-928CP,871919,2.0,0.0,2.0,2,0.0,2.0,0.0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.,"(49.198531, 16.61041)",48.31562178887478,24.113662369355012,Czech Republic,Czechia,not correct location
4099,4111,01/13/1998,1998,22:30,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Kandahar - Herart,Antonov AN-12BP,Antonov,YA-DAB,5342801,51.0,45.0,6.0,51,45.0,6.0,0.0,"The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation.","(31.04901, 66.77858)",31.76656374094806,66.64564365503479,Pakistan,Pakistan,correct location
4100,4112,01/27/1998,1998,11:45,"Yangon (Rangoon), Myanmar",Myanmar Airways,Thandwe - Sittwe,Fokker F-27 Friendship 600,Fokker,XY-AES,10576,45.0,41.0,4.0,16,15.0,1.0,0.0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.,"(16.774104, 96.167159)",19.843668511441358,101.55800561158667,Myanmar,Myanmar,correct location
4101,4113,02/02/1998,1998,11:00,"Cagyan de Oro, Philippines",Cebu Pacific Air,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,McDonnell Douglas,RP-C1507,47069/175,104.0,99.0,5.0,104,99.0,5.0,0.0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir.""  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment.","(8.48222, 124.64722)",15.6240442615389,123.1518261395484,Philippines,Philippines,correct location
4102,4114,02/03/1998,1998,15:15,"Cavalese, Trento, Italy",Military - U.S. Marine Corps,,Grummand EA-6B,Grumman,163045/CY-02,P-130,2.0,0.0,2.0,0,0.0,0.0,20.0,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.,"(46.291799, 11.456867)",40.121162375565056,6.392024215851029,Italy,Italy,correct location
4103,4115,02/04/1998,1998,22:17,"Terceira, Portugal",Air Luxor,Terceira - Lisbon,Antonov 12BP,Antonov,LZ-SFG,3341605,7.0,0.0,7.0,7,0.0,7.0,0.0,"Shortly after taking off the plane lost power in the No. 3 engine followed by the No. 4 engine. The plane rolled to the right, stalled, entered an spin and crashed.","(-20.877831, -48.8134)",-13.819010440243432,-46.843865608339634,Portugal,Brazil,not correct location
4104,4116,02/05/1998,1998,12:10,"Navafria, Spain",Military - Spanish Air Force,,CASA 212-S1 Aviocar 100,CASA,D-3B-9,297,5.0,0.0,5.0,5,0.0,5.0,0.0,Crashed in the Los Hoyos mountains while on a military training flight.,"(41.05514, -3.82478)",40.437948278744024,-11.901720908615697,Spain,Spain,correct location
4105,4117,02/12/1998,1998,08:30,"Nasir, Sudan",Military - Sudan Air Force,,Antonov AN-32,Antonov,,AN32052,57.0,50.0,7.0,27,24.0,3.0,0.0,Overshot the runway in heavy fog and crashed into the Sobat River.,"(29.14816, 31.12733)",18.740081983271963,33.44675218395518,Sudan,Egypt,not correct location
4106,4118,02/16/1998,1998,20:09,"Taipei, Taiwan",China Airlines (Taiwan),Denpasar - Taipei,Airbus A300-622R,Airbus,B-1814,578,196.0,182.0,14.0,196,182.0,14.0,7.0,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error.","(25.04776, 121.53185)",26.5349115369518,127.24302577437501,Taiwan,Taiwan,correct location
4107,4119,03/10/1998,1998,16:35,"Mombasa, Kenya",Air Memphis,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,Boeing,SU-PBA,19843/735,6.0,0.0,6.0,6,0.0,6.0,0.0,"The cargo plane struck the approach lights as it took off from Runway 3, then struck a hill and disintegrated.","(-4.04563, 39.661174)",-0.6785408479888586,40.338813346935176,Kenya,Kenya,correct location
4108,4120,03/18/1998,1998,19:31,"Hsinchu, Taiwan",Formosa Airlines,Hsinchu - Kao Hsiung,Saab340B,Saab,B-12255,340B-377,13.0,8.0,5.0,13,8.0,5.0,0.0,"The aircraft crashed in the sea, 11 km off Hsinchu, shortly after taking off from Hsinchu. Instrument failure and loss of power in the aircraft's right engine in turbulence.","(24.697028, 121.164609)",30.354768957632594,116.47758234018725,Taiwan,Taiwan,correct location
4110,4122,03/22/1998,1998,19:42,"Bacolod, Philippines",Philippine Air Lines,Manila - Bacolod,Airbus A.320-214,Airbus,RP-C3222,708,127.0,121.0,6.0,0,0.0,0.0,3.0,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway.","(10.663288, 122.998227)",10.540571377872116,132.93529742233352,Philippines,Philippines,correct location
4111,4123,03/28/1998,1998,09:35,"Piura, Peru",Fuerza AÃÂ©rea del Peru,Tumbes - Piura,Antonov AN-32,Antonov,OB-1388,1203,55.0,50.0,5.0,22,22.0,0.0,1.0,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.,"(-5.190249, -80.625657)",-5.42262572962639,-78.96651930854138,Peru,Peru,correct location
4112,4124,03/31/1998,1998,,"Mexico City, Mexico",Linea AÃÂ©rea Mexicana de Carga,,Convair CV-240-53,Convair,XA-TAP,53-13,4.0,0.0,4.0,2,0.0,2.0,0.0,Shortly after taking off the cargo plane experienced a fire in the No. 2 engine. The plane crashed while attempting to make an emergency landing on a road.,"(19.371422, -99.150344)",22.25446734049627,-99.98158122004077,Mexico,Mexico,correct location
4113,4125,04/20/1998,1998,16:47,"Bogota, Colombia",Air France,Bogota - Quito,Boeing B-727-230,Boeing,HC-BSU,21622/1431,53.0,43.0,10.0,53,43.0,10.0,0.0,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course.","(4.635456, -74.08768)",6.176183939290835,-90.88591926989358,Colombia,Colombia,correct location
4114,4126,05/05/1998,1998,21:30,"Andoas, Peru",Fuerza AÃÂ©rea del Peru,Iquitos - Andoas,Boeing B-737-282,Boeing,FAP-351,23041/962,88.0,81.0,7.0,75,69.0,6.0,0.0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.","(-2.902059, -76.402479)",-4.584460078278388,-66.75551839313428,Peru,Peru,correct location
4115,4127,05/12/1998,1998,19:30,"Nema, Mauritania",Military - Mauritanian Air Force,Nema - Nouakchott,Xian Yunshuji Y-7-100C,Other,5T-MAG,007H03,42.0,35.0,7.0,39,32.0,7.0,0.0,Crashed shortly after taking off in a sandstorm.,"(16.61702, -7.25649)",23.172816490298665,-11.274178278450933,Mauritania,Mauritania,correct location
4116,4128,05/25/1998,1998,10:20,"Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Vientiane - Xiang Khoang,Yakovlev YAK-40,Yakovlev,34001,9431835,26.0,20.0,6.0,26,20.0,6.0,0.0,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm.","(20.20818, 102.68703)",15.464890559148298,102.10476772530414,Laos,Laos,correct location
4117,4129,05/25/1998,1998,00:32,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,"Charlotte, NC - Monroe, NC",Bell 206L-3,Bell,N96CW,,5.0,4.0,1.0,5,4.0,1.0,0.0,The helicopter's skids contacted a high-tension static ground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension static wire.,"(35.058524, -80.645163)",34.47509653357286,-79.57956093267421,United States,United States,correct location
4118,4130,05/26/1998,1998,09:30,"Erdenet, Mongolia",MIAT - Mongolian Airlines,Erdenet - Moron,Harbin Yunshuji Y-12 II,Other,JU-1017,,28.0,26.0,2.0,28,26.0,2.0,0.0,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded.","(49.03333, 104.08333)",48.73374345255387,105.75270457816055,Mongolia,Mongolia,correct location
4119,4131,06/18/1998,1998,07:28,"Montreal, Canada",Propair,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,Swearingen,C-GQAL,TC-233,11.0,9.0,2.0,11,9.0,2.0,0.0,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydraulic problem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulic fluid. When hydraulic fluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulic system. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable.","(45.572744, -73.586295)",42.23832866223174,-73.90877315141182,Canada,Canada,correct location
4120,4132,06/25/1998,1998,09:32,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Sightseeing,Eurocopter AS-350-BA,Eurocopter,N594BK,2735,6.0,4.0,2.0,6,4.0,2.0,0.0,"The helicopter impacted a mountain on a sightseeing trip. The pilot's decision to continue VFR flight into deteriorating weather conditions consisting of lowering ceilings and visibility in mountainous terrain, which resulted in the inadvertent entry into instrument meteorological conditions and a collision with a mountainside. A factor in the accident was the failure of the chief pilot, who had directly observed the deteriorating weather conditions, to direct the following pilots to avoid the area.","(22.070066, -159.497901)",27.441765851057767,-153.86652866193936,United States,United States,correct location
4121,4133,07/13/1998,1998,23:15,"Rasal, United Arab Emirates",ATI Aircompany,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,Ilyushin,UR-76424,0063470096,8.0,0.0,8.0,8,0.0,8.0,0.0,"The cargo plane lifted off from the runway, slowly sank and impacted the sea. The plane was grossly overloaded.","(27.199826, 74.792081)",29.829211724002036,80.88666619387696,United Arab Emirates,India,not correct location
4123,4135,07/17/1998,1998,04:15,"Asmara, Eritrea",Ukraine Aviation Transport Company,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,Ilyushin,UR-UCI,0083481440,10.0,1.0,9.0,10,1.0,9.0,0.0,"While on an ILS approach, the cargo plane struck a hill.","(15.33805, 38.93184)",16.23047445674497,37.64344420526428,Eritrea,Eritrea,correct location
