,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
4347,4359,01/28/2002,2002,11:00,"Ipiales, Colombia",TAME,Quito -  TulcÃ¡n - Cali,Boeing B-727-134,Boeing,HC-BLF,19692/498,92.0,83.0,9.0,92,83.0,9.0,0.0,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air traffic control lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of TulcÃ¡n. The pilot's decision to initiate and continue the flight towards TulcÃ¡n Airport while below minimum meteorological conditions established in the company's standard operating procedure.  Inadequate navigation and operation of the aircraft by the pilot in command consistent with entering the holding pattern at the TulcÃ¡n NDB with a velocity of 230 knots indicated and with a bank angle of 15 degrees, exceeding the maximum limit of 180 knots stipulated throughout the procedure, and using a bank angle inferior to the recommended 25 to 30 degrees, thereby departing holding pattern obstacle protection, leading to a collision against the Cumbal Volcano.","(0.83018, -77.64959)",0.83018,-77.64959,Colombia,Colombia,correct location
4349,4361,02/15/2002,2002,06:08,"Monrovia, Liberia",Tiramavia,,Antonov 12BP,Antonov,ER-ADL,4342610,10.0,3.0,7.0,1,0.0,1.0,0.0,The cargo plane crashed while attempting to make an emergency landing.,"(6.31459, -10.802055)",6.31459,-10.802055,Liberia,Liberia,correct location
4350,4362,02/21/2002,2002,20:44,"Lakhta, Russia",Military - Russian Navy,Sanofov - Lakhta,Antonov AN-26,Antonov,07RED,ZR726001,20.0,12.0,8.0,17,12.0,5.0,0.0,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway.","(64.3862, 40.6298)",64.3862,40.6298,Russia,Russia,correct location
4351,4363,02/22/2002,2002,02:30,"Dumaguete, Philippines",Military - U.S. Army,Basilan - Mactan Island,MH-47 Chinook helicopter,Boeing,92-0471,M-3719,10.0,4.0,6.0,10,4.0,6.0,0.0,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed.","(9.307, 123.3074)",9.307,123.3074,Philippines,Philippines,correct location
4352,4364,03/09/2002,2002,13:40,"Monte Rotondo, Italy",Svedijos PrekÃ©s,"Budapest, Hungary - Tunis, Tunisia",Antonov 2TP,Antonov,LY-AVD,1G137-53,3.0,1.0,2.0,3,1.0,2.0,0.0,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport.","(41.51463, 13.82756)",41.51463,13.82756,Italy,Italy,correct location
4353,4365,03/14/2002,2002,16:30,"Placetas, Cuba",Charter - Aerotaxi,Cienfuegos -- Cayo Coco,Antonov AN-2,Antonov,CU-T1020,,17.0,15.0,2.0,17,15.0,2.0,0.0,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing.","(22.31194, -79.65333)",22.31194,-79.65333,Cuba,Cuba,correct location
4354,4366,03/17/2002,2002,08:02,"Djibouti, Republic of Djibouti",Djibouti Airlines,"Mogadishu, Somalia - Djibouti",Let 410UVP-E,Let,J2-KBC,912537,4.0,0.0,4.0,4,0.0,4.0,0.0,The cargo plane crashed into the ocean while on approach to Runway 27.,"(11.58901, 43.14503)",11.58901,43.14503,Republic of Djibouti,Djibouti,not correct location
4355,4367,04/12/2002,2002,04:07,"Palma de Mallorca, Spain",Tadair,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,Swearingen,EC-GKR,AC-620,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.,"(39.575748, 2.656644)",39.575748,2.656644,Spain,Spain,correct location
4356,4368,04/15/2002,2002,11:23,"Busan, South Korea",Air China,Beijing - Busan,Boeing B-767-200ER,Boeing,B-2552,23308/127,166.0,155.0,11.0,128,120.0,8.0,0.0,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. The flight crew performed the circling approach, not being aware of the weather minima of wide-body aircraft (B767-200) for landing, and in the approach briefing, did not include the missed approach, etc., among the items specified in Air Chinaâs operations and training manuals.  The flight crew exercised poor crew resource management and lost situational awareness during the circling approach to runway 18R, which led them to fly outside of the circling approach area, delaying the base turn, contrary to the captainâs intention to make a timely base turn. The flight crew did not execute a missed approach when they lost sight of the runway during the circling approach to runway 18R, which led them to strike high terrain (mountain) near the airport. When the first officer advised the captain to ascend again for landing, about 5 seconds before impact, the captain did not react, nor did the first officer initiate the missed approach himself.","(35.11741, 129.002102)",35.11741,129.002102,South Korea,South Korea,correct location
4358,4370,04/28/2002,2002,06:15,"Abakan, Russia",Private,,Mi-8 helicopter,Mil,,,20.0,17.0,3.0,8,6.0,2.0,0.0,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. ""Power line, power line!"" were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash.","(53.717011, 91.436999)",53.717011,91.436999,Russia,Russia,correct location
4359,4371,05/04/2002,2002,13:30,"Kano, Nigeria",EAS Airlines (Executive Airline Services),Abuja - Jos - Kano - Lagos,BAC One-Eleven 525FT,BAC,5N-ESF,266,77.0,69.0,8.0,74,67.0,7.0,78.0,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff. Prior to the fatal crash, the aircraft involved in the incident had been grounded on two previous occasions to perform engine maintenance.","(11.990428, 8.531794)",11.990428,8.531794,Nigeria,Nigeria,correct location
4360,4372,05/07/2002,2002,15:17,"Tunis, Tunisia",EgyptAir,Cairo - Tunis,Boeing B-737-566,Boeing,SU-GBI,25307/2135,62.0,56.0,6.0,14,11.0,3.0,0.0,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation.","(33.687264, 9.007775)",33.687264,9.007775,Tunisia,Tunisia,correct location
4361,4373,05/07/2002,2002,21:32,"Dalian, China",China Northern Airlines,Beijing - Dalian,McDonnell Douglas MD-82,McDonnell Douglas,B-2138,49522/17023,112.0,103.0,9.0,112,103.0,9.0,0.0,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire  using gasoline in the cabin. He had bought multiple insurance policies before boarding the flight.","(38.910638, 121.593039)",38.910638,121.593039,China,China,correct location
4362,4374,05/21/2002,2002,19:30,"Calabar, Nigeria",Sky Executive Air Services,Port Harcourt - Calabar,LET 410UVP,Let,9Q-CEX,851402,5.0,0.0,5.0,5,0.0,5.0,0.0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air traffic controller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent.","(5.000775, 8.34154)",5.000775,8.34154,Nigeria,Nigeria,correct location
4363,4375,05/25/2002,2002,15:29,"Penghu Island, Taiwan",China Airlines (Taiwan),Taipei - Hong Kong,Boeing B-747-209B,Boeing,B-18255,21843/386,225.0,206.0,19.0,225,206.0,19.0,0.0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure.","(64.779262, -18.673522)",64.779262,-18.673522,Taiwan,Iceland,not correct location
4364,4376,05/25/2002,2002,07:00,"Nabire, Indonesia",Trigana Air Service,Nabire - Enaotali,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,PK-YPZ,458,6.0,2.0,4.0,6,2.0,4.0,0.0,The aircraft crashed in thunderstorms and heavy rain while en route.,"(-3.365251, 135.501765)",-3.365251,135.501765,Indonesia,Indonesia,correct location
4365,4377,06/01/2002,2002,06:45,"George, South Africa",Airquarius Aviation - Charter,Bloemfontein - George,Hawker Siddeley HS-748-372,Hawker Siddeley,ZS-OJU,1782,3.0,1.0,2.0,3,1.0,2.0,0.0,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground.","(-33.960833, 22.46789)",-33.960833,22.46789,South Africa,South Africa,correct location
4366,4378,06/02/2002,2002,,"Ndalatando, Angola",Military - Angolan Armed Forces,Luanda - demobilization camp,Mi-17,Mil,,,25.0,23.0,2.0,20,18.0,2.0,0.0,The helicopter crashed in poor weather while on its way to a remote town for the symbolic surrender of arms held by Unita rebels. Two top ranking generals were among those killed in the crash.,"(-9.29782, 14.91162)",-9.29782,14.91162,Angola,Angola,correct location
4367,4379,06/12/2002,2002,21:24,"Gardez, Afghanistan",Military - U.S. Air Force,,Lockheed MC-130H Hercules,Lockheed,84-0475,5041,10.0,2.0,8.0,3,0.0,3.0,0.0,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.,"(33.59744, 69.22592)",33.59744,69.22592,Afghanistan,Afghanistan,correct location
4368,4380,07/01/2002,2002,23:36,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,Tupolev,RA85816/A9C-DHL,1006 / 24635/258,71.0,57.0,14.0,71,57.0,14.0,0.0,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air traffic controller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air traffic controller was telling the Tupolev's pilots to descend. The air traffic controller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident.","(47.766452, 9.174415)",47.766452,9.174415,Germany,Germany,correct location
4369,4381,07/04/2002,2002,11:15,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,"N'Djamena, Chad - Brazzaville, Congo",Boeing B-707-123B,Boeing,9XR-IS,19335,27.0,19.0,8.0,27,19.0,8.0,0.0,The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.,"(4.370245, 18.571353)",4.370245,18.571353,Central African Republic,Central African Republic,correct location
