,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
4724,4725,4737,01/22/2010,2010,00:10,"Off Sand Point, Alaska",Alaska Central Express,Sand Point - Anchorage,Beechcraft 1900C-1,Beechcraft,N112AXÂ ,UC-45,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed into the water shortly after taking off with a cargo of fish and mail.,"(47.681345, -122.255946)",47.681345,-122.255946,48.30890278603583,-121.43559527850722
4725,4726,4738,01/25/2010,2010,02:35,"Off Na'ameh, Lebanon",Ethiopian Airlines,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,Boeing,ET-ANB,29935/1061,90.0,82.0,8.0,90,82.0,8.0,0.0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction.","(33.74508, 35.4645)",33.74508,35.4645,37.91725711864448,33.45418020442809
4726,4727,4739,01/25/2010,2010,14:30,"Near Senador Jose PorfÃ­rio, Brazil",Piquiatuba Taxi Aereo,Belem - Senador Jose PorfÃ­rio,Embraer EMB-110C Bandeirante,Embraer,PT-TAF,110103,10.0,8.0,2.0,2,1.0,1.0,0.0,"The commuter plane crashed while attempting to land, killing the captain and one passenger.","(-2.589935, -51.945533)",-2.589935,-51.945533,-4.072465201340922,-51.72746000391682
4727,4728,4740,01/28/2010,2010,11:30,"Cotabato City, Philippines",Military - Philippine Air Force,Cotabato Cty - Zamboanga City,GAF N22B Nomad,GAF,18,N22B-18,8.0,6.0,2.0,8,6.0,2.0,1.0,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood.","(7.22361, 124.24639)",7.22361,124.24639,9.051671465176709,124.45535108971202
4728,4729,4741,02/14/2010,2010,,"Near Saada, Yemen",Military - Yemeni Arm,,Helicopter,Other,,,11.0,9.0,2.0,11,9.0,2.0,2.0,The helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers. The accident was reported to have been caused by a technical fault.,"(16.998834, 43.926991)",16.998834,43.926991,15.5029178404256,42.47400525111318
4729,4730,4742,04/10/2010,2010,10:41,"Smolensk, Russia",Military - Polish Air Force,"Warsaw, Poland - Smolensk Russia",Tupolev 154M,Tupolev,101,90A837,96.0,88.0,8.0,96,88.0,8.0,0.0,"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers.  Polish president Lech Kaczynski and his wife were among the dead.","(54.791248, 32.056755)",54.791248,32.056755,57.208496516768385,30.94931022056795
4730,4731,4743,04/10/2010,2010,03:27,"Near Yelizovo, Russia",Kamchatka Airlines,Elizovo - DukupÂ ,Mi-8,Mil,,,18.0,15.0,3.0,10,8.0,2.0,,"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo.","(53.172376, 158.379298)",53.172376,158.379298,54.122646340940264,156.95710734885557
4731,4732,4744,04/13/2010,2010,23:15,"Monterey, Mexico",Airborne Freight Company Union,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,Airbus,XA-TUE,078,5.0,0.0,5.0,5,0.0,5.0,2.0,"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames.","(36.598828, -121.898426)",36.598828,-121.898426,36.85548945471117,-116.67218744660497
4732,4733,4745,04/21/2010,2010,21:10,"Pampanga, Philippines",Interisland Airlines,Cebu - Pampanga,Antonov An-12BP,Antonov,UP-AN216,402001,6.0,0.0,6.0,3,0.0,3.0,0.0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.","(14.994499, 120.660372)",14.994499,120.660372,15.735340753276553,117.80836106075587
4733,4734,4746,05/12/2010,2010,06:10,"Tripoli, Libya",Afriqiyah Airways,"Johannesburg, South Africa - Tripoli, Libya",Airbus A330-202,Airbus,5A-ONG,1024,104.0,93.0,11.0,103,92.0,11.0,0.0,"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor.","(32.8925, 13.180012)",32.8925,13.180012,35.6329988030115,14.50046023113972
4734,4735,4747,05/15/2010,2010,15:10,"Near Poeketi, Suriname",Blue Wings Airlines,Godo Holo Air Strip - Paramaribo,Antonv An-28,Antonov,PZ-TSV,1AJ007-10,8.0,6.0,2.0,8,6.0,2.0,0.0,"The plane crashed during poor weather into a forest ,10 minutes after taking off from Godo Olo Air Strip.","(4.12841, -54.62391)",4.12841,-54.62391,3.6428505791831625,-51.657460470198906
4735,4736,4748,05/17/2010,2010,09:30,"Salang pass, Afghanistan",Pamir Airlines,Kunduz - Kabul,Antonv An-24B,Antonov,YA-PIS,27307903,44.0,38.0,6.0,44,38.0,6.0,0.0,"The plane crashed in Salang pass, 60 miles north of Kabul. Weather was poor in the general area. It was reported that an early ground proximity warning system was misunderstood by the crew, either due to language problems or because of previous false alerts","(2.879906, 104.155472)",2.879906,104.155472,3.629648805727184,107.85455238835495
4736,4737,4749,05/22/2010,2010,06:10,"Mangalore, India",Air India Express,"Dubai, UAE - Mangalore, India",Boeing 737-8HG,Boeing,VT-AXV,36333/2481Â ,166.0,160.0,6.0,159,153.0,6.0,0.0,"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,","(12.891629, 74.857993)",12.891629,74.857993,14.595301082941624,74.96207123906558
4737,4738,4750,06/19/2010,2010,10:00,"Yangadou, Cameroon",Aero Service,YaoundÃ©-Nsimalen - Yangadou Mine Airstrip,CASA 212 Aviocar,CASA,TN-AFAÂ ,151,11.0,9.0,2.0,11,9.0,2.0,0.0,The plane crashed in a remote area on the Cameroon / Congo border. The plane was carrying executives of the mining company Sundance Resources.,"('', '')",,,,
4738,4739,4751,06/23/2010,2010,05:59,"Quebec, Canada",AÃ©ropro,Quebec -Sept-Ãles,Beechcraft A100 King Air,Beechcraft,C-FGIN,B-164,7.0,5.0,2.0,7,5.0,2.0,0.0,"The pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded, approximately 1 mile north of Jean-Lesage International Airport. The aircraft took off with reduced engine power not recommended by the manufacturer. Once the right engine stopped working, the pilots didn't rotate the engine's blades to be parallel with the flow of air, a procedure called feathering that helps to reduce drag. The crew were not properly trained for emergencies, and mechanical defects were not being logged. The companyâs license was revoked.","(46.855987, -71.276271)",46.855987,-71.276271,46.02278525086314,-69.16829432406574
4739,4740,4752,07/05/2010,2010,17:40,"Tuzla, Romania",Military - Romainian Air Force,Tuzla - Tuzla,Antonov AN-2,Antonov,53,1G194-53,14.0,10.0,4.0,12,,3.0,0.0,"The military plane, on parachuting training flight, crashed 2 km from the airport  into a field shortly after taking off. Operational errors upon take-off most likely caused the accident.","(44.53842, 18.66709)",44.53842,18.66709,46.97948112253575,19.530903691410096
4740,4741,4753,07/28/2010,2010,09:45,"Islamabad, Pakistan",Airblue,Karachi - Islamabad,Airbus A321-231,Airbus,AP-BJB,1218,152.0,146.0,6.0,152,146.0,6.0,0.0,"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude.","(33.679668, 73.029883)",33.679668,73.029883,32.622023123619755,72.73761328159456
4741,4742,4754,07/28/2010,2010,18:22,"Near Elmendorf AFB, Alaska",Military - US Air Force,Practice maneuvers,McDonnell Douglas C-17A Globemaster III,McDonnell Douglas,00-0173,P-73,4.0,0.0,4.0,4,0.0,4.0,0.0,"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield.","(29.254198, -98.313504)",29.254198,-98.313504,31.181111682487145,-98.26508746936652
4742,4743,4755,08/01/2010,2010,15:15,"Near Denali National Park, Alaska",All West Freight,Palmer-Wolf - Unalakleet,Fairchild C-123K,Fairchild,N709RR,20158,3.0,0.0,3.0,3,0.0,3.0,0.0,"The cargo plane crashed into Mount Healy while en route. The pilot's failure to maintain adequate airspeed to avoid a low altitude stall, resulting in a loss of control and collision with terrain.","(22.890827, 88.425677)",22.890827,88.425677,24.59824857552018,88.79061388287123
4743,4744,4756,08/03/2010,2010,01:19,"Igarka, Russia",Katekavia Airline,Karsnoyarsk - Igarka,  Antonov An-24 V,Antonov,RA-46524, 47310003,15.0,12.0,3.0,12,11.0,1.0,0.0,"The plane crashed while on approach to Igarka Airport in adverse weather conditions. Crew tried to land in below weather minimums. Execution of an approach in conditions worse than the weather minima of the airfield, aircraft, and pilot. The failure of the crew to take a timely decision for a missed approach when the plane descended below the minimum safe height in the absence of reliable visual contact with approach lights and runway lights. This caused the aircraft to strike trees and the ground in controlled flight.","(67.468516, 86.634467)",67.468516,86.634467,69.5993836847455,88.52289409506884
4744,4745,4757,08/09/2010,2010,14:45,"Near Dillingham, Alaska",GCI Communications Corp.,Lake Nerka - Nushagak River,de Havilland Canada DH-3T Otter,deHavilland,N455A,206,9.0,8.0,1.0,5,4.0,1.0,0.0,"The floatplane, carrying passengers to a fishing site crashed into a brush and rock covered mountainside in light rain and fog. Former Alaska U.S. Senator, Ted Stevens, was among those killed.The NTSB found the probable cause to be the pilotâs temporary unresponsiveness for reasons that could not be established from the available information. There was no mechanical problem with the plane and that weather was not likely a factor in the crash.","(59.708077, -158.344201)",59.708077,-158.344201,57.39319558775494,-159.52851951947832
4745,4746,4758,08/16/2010,2010,01:49,"San Andreas Island, Colombia",AIRES Colombia,Bogota - San Andreas Island,Boeing B-737-73V,Boeing,HK-4882Â ,32416/1270,131.0,125.0,6.0,2,2.0,0.0,0.0,"The airliner crashed onto the runway and broke in two during a major storm. One hundred twenty four people were injured. One passenger died of a heart attack and a 11- year-old girl died later of head injuries. Execution of the flight below the angle of approach, due to a misjudgment of the crew, believing to be much higher, leading the aircraft to fly a typical trajectory of a 'black hole' illusion, which was experienced during the night-time approach to a runway with low contrast surrounded in bright focused lights, aggravated by bad weather of heavy rain.","(64.779262, -18.673522)",64.779262,-18.673522,64.15160503903371,-21.419646394593315
4746,4747,4759,08/21/2010,2010,14:12,"Off Kaminshak Bay, Alaska",Branch River Air Service,Swikshak Lagoon - King Salmon,de Havilland Canada DHC-2 Beaver,deHavilland,N9313Z,441,4.0,3.0,1.0,4,3.0,1.0,0.0,Crashed in the water off Katmai National Park. Only fragments of the plane were foud. No bodies were ever found. The probable cause was undetermined.,"(37.857629, -122.480222)",37.857629,-122.480222,36.469490683708536,-122.97538234863414
4747,4748,4760,08/24/2010,2010,07:30,"Bastipur, Nepal",Agni AirÂ ,Kathmandu - Lukla,Dornier 228-101,Dornier,9NAHE,0732,14.0,11.0,3.0,14,11.0,3.0,0.0,"The crew decided to divert to Simara Airport due to poor weather conditions at Kathmandu. Contact with ATC was lost when the plane crashed into a hillside at 9,000 ft., 20 miles SSW of Kathmandu. The crew members became disoriented after they lost contact with the ATC due to failure of both generators and the exhaustion of the backup battery.","(23.802919, 86.535919)",23.802919,86.535919,25.76950750880152,85.32763752133087
4748,4749,4761,08/24/2010,2010,22:10,"Yichun, China",Henan Airlines,Harbin - Yichun,Embraer ERJ-190-100LR,Embraer,B-3130,19000223,96.0,91.0,5.0,44,41.0,3.0,0.0,"The plane overshot the runway while landing and burst into flames. The pilot violated aviation rules during the descent, did not locate the runway before landing and abandoned the crashed aircraft.","(47.71742, 128.868232)",47.71742,128.868232,47.62626356393538,127.57661543174568
