,Unnamed: 0.1,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
3906,3906,3907,3919,12/13/1994,1994,18-19,"Morrisville, North Carolina",American Eagle,Greensboro - Raleigh,British Aerospace Jetstream 3201,British,N918AE,918,20.0,18.0,2.0,15,13.0,2.0,0.0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.","(35.804913, -78.822597)",35.804913,-78.822597,36.78577876279893,-78.30792657308854
3907,3907,3908,3920,12/15/1994,1994,06-07,"Lobito, Angola",SL Aviation Services,,Douglas DC-3,Douglas,N96BF,13321,2.0,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart.","(-12.34806, 13.54556)",-12.34806,13.54556,-12.814903469157972,11.528769378642586
3908,3908,3909,3921,12/17/1994,1994,10-11,"Cerro Aicha, Venezuela",Servivensa,,Douglas C-47A-10-DK,Douglas,YV-761C,12476,9.0,6.0,3.0,7,4.0,3.0,0.0,The cargo plane hit trees and crashed short of the runway while attempting to land.,"(-32.326775, -54.167429)",-32.326775,-54.167429,-32.94113842359194,-53.00885002878989
3909,3909,3910,3922,12/17/1994,1994,13-14,"Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Selbang,de Havilland Canada DHC-6 Twin Otter 200,deHavilland,P2-MFS,187,28.0,26.0,2.0,28,26.0,2.0,0.0,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine.","(-5.695438, 143.910495)",-5.695438,143.910495,-6.136081539044316,143.87921734024766
3910,3910,3911,3923,12/21/1994,1994,09-10,"Coventry, England",Phoenix Aviation,East Midlands - Coventry,Boeing 737-2D6C,Boeing,7T-VEE,20758/322,5.0,0.0,5.0,5,0.0,5.0,0.0,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.,"(41.7001, -71.68284)",41.7001,-71.68284,42.148260062015936,-71.67852973630603
3911,3911,3912,3924,12/26/1994,1994,17-18,"Algiers Airport, Algeria",Air France,Alger - Paris,Airbus A300B2-1C,Airbus,F-GBEC,104,239.0,227.0,12.0,3,3.0,0.0,0.0,The aircraft was hijacked by terrorists. Three passengers and four hijackers were killed when the plane was stormed.,"(36.6985, 3.20672)",36.6985,3.20672,36.52508953769198,2.9723782475643667
3912,3912,3913,3925,12/29/1994,1994,15-16,"Near Van, Turkey",Turkish Airlines (THY),Ankara - Van,Boeing B-737-4Y0,Boeing,TC-JES,26074/2376,76.0,69.0,7.0,57,52.0,5.0,0.0,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt. Controlled flight into terrain.,"(49.2819, -123.11874)",49.2819,-123.11874,48.67714038608336,-126.3369668460948
3913,3913,3914,3926,01/05/1995,1995,20-21,"Isfahan, Iran",Military - Iranian Air Force,Isfahan - Tehran,Lockheed 1329 Jetstar 8,Lockheed,1003,5203,12.0,6.0,6.0,12,6.0,6.0,0.0,The plane crashed after the pilot reported a loss of cabin pressure.,"(32.657753, 51.669165)",32.657753,51.669165,32.77572970921684,53.29788878461463
3915,3915,3916,3928,01/11/1995,1995,19-20,"Cartagena, Colombia",Intercontinental de Aviacion,Bogota - Cartagena,McDonnell Douglas DC-9-14,McDonnell Douglas,HK-3839X,45742/26,52.0,47.0,5.0,51,46.0,5.0,0.0,"While descending from FL 190, ground witnesses saw fire and sparks aboard the plane before it crashed and exploded. One nine-year-old girl survived. Her mother threw her out of the plane and she landed in some soft-water lilies. Possible electrical fire. Possible faulty altimeter.","(10.423583, -75.546862)",10.423583,-75.546862,10.915553387243138,-76.04411094176564
3916,3916,3917,3929,01/14/1995,1995,19-20,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,"Los Angeles, CA - Burbank, CA",Bell 206B,Bell,N2209P,  3520,4.0,3.0,1.0,2,2.0,0.0,0.0,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.,"(34.05513, -118.25703)",34.05513,-118.25703,31.86886922655561,-119.71272899064934
3917,3917,3918,3930,01/17/1995,1995,13-14,"Kathmandu, Nepal",Royal Nepal Airlines,Kathmandu - Rumjatar,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,9N-ABI,392,24.0,21.0,3.0,2,1.0,1.0,0.0,"The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation.","(27.70169, 85.3206)",27.70169,85.3206,26.52297401158341,84.90283670214177
3919,3919,3920,3932,01/20/1995,1995,19-20,"Near Krasnoyarsk, Russia",Abakan Airlines,Krasnoyarsk - Abakan,Let 410UVP,Let,RA-67120,790316,19.0,17.0,2.0,3,1.0,2.0,0.0,"While taking off the aircraft veered to the right and clipped some trees 2,000 ft. past the runway. Overloaded and possible fuel contamination.","(56.025156, 93.050272)",56.025156,93.050272,54.92057762074713,95.170135472838
3920,3920,3921,3933,02/16/1995,1995,20-21,"Kansas City, Missouri",ATI,Kansas City - Chicopee,McDonnell Douglas DC-8-63F,McDonnell Douglas,N782AL,45929/367,3.0,0.0,3.0,3,0.0,3.0,0.0,"On a positioning flight the crew aborted its first takeoff. On the second takeoff the tail struck the ground and crashed back to the ground. The loss of directional control by the pilot in command during the takeoff roll, and his decision to continue the takeoff and initiate a rotation below the computed rotation airspeed, resulting in a premature lift-off, further loss of control and collision with the terrain. The flight crew's lack of understanding of the three-engine takeoff procedures, and their decision to modify those procedures. The failure of the company to ensure that the flight crew had adequate experience, training, and rest to conduct the nonroutine flight. Contributing to the accident was the inadequacy of Federal Aviation Administration oversight of Air Transport International and Federal Aviation Administration flight and duty time regulations that permitted a substantially reduced flight crew rest period when conducting a nonrevenue ferry flight under 14 Code of Federal Regulations Part 91.","(39.106581, -94.731189)",39.106581,-94.731189,40.59955324469745,-93.85025248057532
3922,3922,3923,3935,03/31/1995,1995,09-10,"Near Balotesti, Romania",Transporturile Aeriene Romane (TAROM),Bucharest - Brussel,Airbus A310-324,Airbus,YR-LCC,450/395,60.0,49.0,11.0,60,49.0,11.0,0.0,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle jammed and remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery.","(44.61667, 26.11667)",44.61667,26.11667,44.72273304977166,28.582040627459342
3923,3923,3924,3936,04/23/1995,1995,12-13,"Lagos, Nigeria",Bristow Helicopters,Port Harcourt - Lagos,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,5N-AJQ,607,9.0,7.0,2.0,1,0.0,1.0,0.0,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.,"(6.447048, 3.344747)",6.447048,3.344747,7.722031777945555,5.829863522314151
3925,3925,3926,3938,05/01/1995,1995,13-14,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Swear. SA-227CC Metro 23/Piper Navajo,Swearingen,C-GYYB/ C-GYPZ,CC-827B /?,8.0,5.0,3.0,8,5.0,3.0,0.0,"The SA-227 collided with the Piper PA-31-350 that was taking off while approaching Sioux Lookout. Neither flight crew saw the other aircraft in time to avoid the collision. The Piper crashed into a  wooded area and the Swearing into Lake Seul. Contributing to the occurrence were the inherent limitations of the see-and-avoid concept which preclude the effective separation of aircraft with high closure rates, the fact that neither crew was directly alerted to the presence of the other aircraft by the Flight Service specialist or by onboard electronic equipment and an apparent lack of pilot understanding of how to optimize avoidance maneuvering.","(43.539387, -96.728952)",43.539387,-96.728952,42.34251445218638,-95.60830164343392
3926,3926,3927,3939,05/03/1995,1995,00-01,"Quito, Ecuador",American Jet,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,Grumman,N409MA,083,7.0,5.0,2.0,7,5.0,2.0,0.0,"Crashed into Cerro Sincholagua mountain at 16,000 ft.  during an approach to Quito. Pilot fatigue may have been a factor.","(-0.22985, -78.52495)",-0.22985,-78.52495,-2.0361270722522566,-76.1527459412638
3927,3927,3928,3940,05/09/1995,1995,16-17,"Cerro San Jeronimo, Colombia",ADES Colombia,Mitu - Villavicencio,Curtiss C-46F,Curtiss,HK-3079G,22538,9.0,5.0,4.0,9,5.0,4.0,0.0,Crashed into a mountain during approach in poor weather.,"(-32.1, -60.81667)",-32.1,-60.81667,-34.62812491639065,-59.25435534833301
3929,3929,3930,3942,05/24/1995,1995,16-17,"Near Leeds, England",Knight Air,Leeds - Aberdeen,Embraer 110 P1 Bandeirante,Embraer,G-OEAA,110-256,12.0,9.0,3.0,12,9.0,3.0,0.0,"The crew had serious problems maintaining their heading after both artificial horizons failed shortly after takeoff. The crew had difficulty controlling the aircraft in turbulent conditions and the plane went into a spiral dive and crashed into a field. One or possibly both of the aircraft's artificial horizons malfunctioned and in the absence of a standby horizon, for which there was no airworthiness requirement, there was no single instrument available for assured attitude reference or simple means of determining which flight instruments had failed. The pilot became spatially disoriented and was unable to maintain control.","(53.797563, -1.544227)",53.797563,-1.544227,57.06032420317875,4.612591718135018
3930,3930,3931,3943,05/25/1995,1995,15-16,"Miraflores, Colombia",LACOL,Villavicencio - Miraflores,Douglas DC-3C,Douglas,HK-3213,25659,11.0,9.0,2.0,2,2.0,0.0,0.0,,"(19.224344, -98.812417)",19.224344,-98.812417,20.729271501430254,-100.08554130423302
3932,3932,3933,3945,06/09/1995,1995,09-10,"Near Palmerston North, New Zealand",Ansett New Zealand,Auckland - Palmerston North,de Havilland Canada DHC-8-102,deHavilland,ZK-NEY,055,21.0,18.0,3.0,5,4.0,1.0,0.0,"As the plane approached  Runway 25,  the right main landing gear did not extend. While the captain continued the descent the co-pilot carried out the landing gear alternate extension checklist. The plane descended below the minimum safe step-down altitudes for the approach and struck the top of a ridge line. The captain did not ensure the aircraft intercepted and maintained the approach profile during the non-precision instrument approach. The captain's  unwise decision to get the landing gear lowered without discontinuing the instrument approach. The captain's distraction from the primary task of flying the aircraft safely during the first officer's attempt  to correct a landing gear malfunction.","(-40.362727, 175.626441)",-40.362727,175.626441,-41.23709821445617,176.4579035537502
3933,3933,3934,3946,06/16/1995,1995,14-15,"Herputchi, Russia",Aeroflot,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,Antonov,RA-07743,1G259-18,14.0,12.0,2.0,13,11.0,2.0,0.0,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.,"('', '')",,,,
3936,3936,3937,3949,06/24/1995,1995,16-17,"Lagos, Nigeria",Harka Air Services,Kaduna - Lagos,Tupolev TU-134A,Tupolev,RA-65617,4308068,80.0,74.0,6.0,16,16.0,0.0,0.0,"Crashed while landing in heavy rain. Overshot runway, landing long, and collided with a concrete culvert.","(6.447048, 3.344747)",6.447048,3.344747,6.758585642017843,2.0189515022887647
3937,3937,3938,3950,06/27/1995,1995,09-10,"La Romana, Dominican Republic",Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair CV-440,Convair,N356SA,432,2.0,0.0,2.0,2,0.0,2.0,0.0,"After the cargo flight encountered problems en route, the crew tried to return to Santo Domingo but crashed.","(18.42734, -68.97285)",18.42734,-68.97285,17.45396765915955,-71.4757474656328
3939,3939,3940,3952,07/12/1995,1995,08-09,"Gumey, Papua New Guinea",Milne Bay Air,Alotou - Dagura,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,P2-MBI,275,15.0,13.0,2.0,15,13.0,2.0,0.0,Crashed on takeoff onto a beach in shallow water. An in-flight fire that originated near the rear cargo hold is believed to have started in a passenger's luggage from some type of flammable liquid.,"('', '')",,,,
3944,3944,3945,3957,08/09/1995,1995,20-21,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Guatemala City - San Salvador,Boeing B-737-2H6,Boeing,N125GU,23849/1453,65.0,58.0,7.0,65,58.0,7.0,0.0,"Crashed into Mt. Chichontepec volcano at 5,900 ft. at night during heavy rain and thunderstorms. Possible damage to the aircraft's DME due to lightning. Confusion between the pilot and ATC due to bad weather and a diversion. The Ground Proximity Warning System had sounded and power was applied but too late.","(33.91667, 35.66667)",33.91667,35.66667,32.82539733263092,34.217252235736616
3947,3947,3948,3960,08/21/1995,1995,12-13,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Atlanta - Gulfport,Embraer 120-RT Brasilia,Embraer,N256AS,120-122,29.0,26.0,3.0,10,9.0,1.0,0.0,"Shortly after taking off from Atlanta on a flight to Gulfport, the aircraft experienced propeller separation in the left engine while climbing through FL 180. The aircraft hit trees, crashed into a field and burned while trying to make an emergency landing at West Georgia Regional Airport. The in-flight fatigue fracture and separation of a propeller blade resulting in distortion of the left engine nacelle, causing excessive drag, loss of wing lift, and reduced directional control of the airplane. The fracture was caused by a fatigue crack from multiple corrosion pits that were not discovered by Hamilton Standard because of inadequate and ineffective corporate inspection and repair techniques, training, documentation and communication. Two died of their injuries after the accident.","(32.974883, -96.90434)",32.974883,-96.90434,33.07651621973621,-95.43338976936
